q0,q1,q10,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q11,q110,q111,q112,q113,q114,q115,q116,q117,q118,q119,q12,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q13,q130,q131,q132,q133,q134,q135,q136,q137,q138,q139,q14,q140,q141,q142,q143,q144,q145,q146,q147,q148,q149,q15,q150,q151,q152,q153,q154,q155,q156,q157,q158,q159,q16,q160,q161,q162,q163,q164,q165,q166,q167,q168,q169,q17,q170,q171,q172,q173,q174,q175,q176,q177,q178,q179,q18,q180,q181,q182,q183,q184,q185,q186,q187,q188,q189,q19,q190,q191,q192,q193,q194,q195,q196,q197,q198,q199,q2,q20,q200,q201,q202,q203,q204,q205,q206,q207,q208,q209,q21,q210,q211,q212,q213,q214,q215,q216,q217,q218,q219,q22,q220,q221,q222,q223,q224,q225,q226,q227,q228,q229,q23,q230,q231,q232,q233,q234,q235,q236,q237,q238,q239,q24,q240,q241,q242,q243,q244,q245,q246,q247,q248,q249,q25,q250,q251,q252,q253,q254,q255,q256,q257,q258,q259,q26,q260,q261,q262,q263,q264,q265,q266,q267,q268,q269,q27,q270,q271,q272,q273,q274,q275,q276,q277,q278,q279,q28,q280,q281,q282,q283,q284,q285,q286,q287,q288,q289,q29,q290,q291,q292,q293,q294,q295,q296,q297,q298,q299,q3,q30,q300,q301,q302,q303,q304,q305,q306,q307,q308,q309,q31,q310,q311,q312,q313,q314,q315,q316,q317,q318,q319,q32,q320,q321,q322,q323,q324,q325,q326,q327,q328,q329,q33,q330,q331,q332,q333,q334,q335,q336,q337,q338,q339,q34,q340,q341,q342,q343,q344,q345,q346,q347,q348,q349,q35,q350,q351,q352,q353,q354,q355,q356,q357,q358,q359,q36,q360,q361,q362,q363,q364,q365,q366,q367,q368,q369,q37,q370,q371,q372,q373,q374,q375,q376,q377,q378,q379,q38,q380,q381,q382,q383,q384,q385,q386,q387,q388,q389,q39,q390,q391,q392,q393,q394,q395,q396,q397,q398,q399,q4,q40,q400,q401,q402,q403,q404,q405,q406,q407,q408,q409,q41,q410,q411,q412,q413,q414,q415,q416,q417,q418,q419,q42,q420,q421,q422,q423,q424,q425,q426,q427,q428,q429,q43,q430,q431,q432,q433,q434,q435,q436,q437,q438,q439,q44,q440,q441,q442,q443,q444,q445,q446,q447,q448,q449,q45,q450,q451,q452,q453,q454,q455,q456,q457,q458,q459,q46,q460,q461,q462,q463,q464,q465,q466,q467,q468,q469,q47,q470,q471,q472,q473,q474,q475,q476,q477,q478,q479,q48,q480,q481,q482,q483,q484,q485,q486,q487,q488,q489,q49,q490,q491,q492,q493,q494,q495,q496,q497,q498,q499,q5,q50,q51,q52,q53,q54,q55,q56,q57,q58,q59,q6,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q7,q70,q71,q72,q73,q74,q75,q76,q77,q78,q79,q8,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q9,q90,q91,q92,q93,q94,q95,q96,q97,q98,q99
u266,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,50.25422586315597,,,,,,,,,49.14706330741274,,,,,,,,,,,,,,,,45.08826578372628,59.69977168944305,,,,,,,,,,,51.02914921723293,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,72.36374422554488,46.75759617569708,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.64391876830247,,0.0,,,,,,,,,,,,52.70622440336452,,,,,49.35321122877475,,,,,0.0,44.736535214632426,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,50.5299088212053,,,,,,,,,,,,,,,,,,,60.41432673623086,,,,,0.0,54.86074521378405,,,,,,,,,,,,,,,,,,,58.28593135705003,,,,0.0,,,,,,,,,,,,,,63.0304059747706,,,57.304605400502524,,0.0,,,,54.39334355662319,,,,,,,,,0.0,,,,,,,,,45.93456168637261,,,,,,48.12190784975656,51.9930286186094,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,48.294323608004206,,,,,,,0.0,,,,0.0,,,,,0.0,,,,,46.69722663143245,,,,,48.87758750433656,46.899880170531695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,42.154833810857255,,,,,,,,,,,,,,,,,53.58348838471033,,,0.0,
u267,,,,,,52.2602478690158,,,50.40203337614868,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.15884941823204,,,,,,,,,,0.0,,,,,,,,,,,,,,,42.67625151249237,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,51.139611451626585,,,,,,,,,,,,,,,45.08016110329033,,,,,,,43.321326188604345,,,,,,,,,,,,,,,48.23227386341762,49.97572420064413,0.0,,49.34306309111244,,,,,,,54.60370148044173,,,53.290601336316676,,,,,,,,,,,,,,,,,,,56.4029907226551,,,,,,,,,,54.66083916844271,,,56.47509866437981,,,,47.40843126015989,,,,,,,,0.0,,,48.06584135433707,,,0.0,,,0.0,,,,,52.461606625845796,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,51.2825008005463,,,,,,,,,,,50.94417812586575,,,,0.0,,,,,,,,,,,,,,,,,39.28128602674201,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,46.82783679235605,,,,,,0.0,,0.0,,,,,54.36327923217032,0.0,,,,,,,,,,,0.0,,,,,,,,,45.10259261981233,,,,,,,0.0,,,46.17083133962512,47.94728161452088,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,38.49198189297926,,,,,,50.34546732020022,0.0,,,,,,,,,,45.118909677878484,46.421770561533805,,,,
u268,,,,,,,46.5564066541614,,,,,,,,,0.0,49.35225309574481,,,,,,,,,,0.0,40.14691789686337,,,,,40.76436567398916,,,,,,,,,0.0,,52.773979141189336,,,,,,,,,,,,,,,,55.39368373446704,,,,,,,,,,,,,,,,,,,,,,,,,54.31026777143607,,0.0,0.0,,0.0,,,50.02019004340603,,,,,,,,,,,,,,,,43.575669940823296,,,,40.8219204616765,,,,,,,,,,,51.622336497575006,,,,,,,,,,,,50.838712545943004,,,,50.08779124126225,45.03835030195353,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,49.07505905920555,,,,,,,,,,,,,53.662725216199824,,,,,,,,,,,,,,,,53.70856181950491,,,,,,,,,,,,,50.09549465668047,,,,,,,0.0,,,,,,,,45.30159967512136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.326658990612934,,,,,,,,,0.0,,,,43.48825766419339,,47.1095766669393,,51.30952209000751,,,44.77033340706253,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,53.16481601704403,,,,,,,,,,,,,,,,,0.0,,,,,47.16548133303756,61.08445667434239,,0.0,,,,,,,,,,,,,,,,,,,,,,48.350472356133416,0.0,,,,,45.67795323545289,,,,,,,41.15135465777712,0.0,,52.63082705778877,,,,,55.543305986987626,,,,,,,,,,,,,,51.960288826941756,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.073019266315896,0.0,,,,0.0,,,,,,0.0,,,,,,54.26547891187952,,,45.69124829056133,,,,,,,,,,,,,,,,,,,,,,,44.654515226625215,,,,,,
u269,,,,,,,,,,50.485949091136625,,49.860083572153194,,,,,,,,,52.91060241649189,,,,,,,,,,,,55.590994707679776,,,,,,,54.566919421361526,,,,,,,,,,,,,,,,,,,,52.265235872473106,48.25134723930769,,,,45.7144067729178,,46.939982182192566,,,,,,,,,,,,,,,,0.0,,55.20405689361911,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.316122112552435,,,,,,0.0,,,52.82275356030998,,,,,,,,,,,,,,,,,,,,56.8981412058736,,51.62396085552006,,,,56.606972591227674,,,58.562197509957215,0.0,,,,,,,,,,,,43.789008744094026,,42.9049402369793,,,,,,49.788995268408385,,,,,44.51134183028695,,,,,,,,,,,,,,,,52.30988909611666,,,,,0.0,,,48.57937750877183,46.2266739119281,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,60.40179690392531,,43.26733276880155,,0.0,,,,,,,,49.82176317911446,,,,,,,,52.339209819396096,,,,,,,,,,,,,50.49061485811268,,,,,46.47914008177547,,,,,,,0.0,,,,,,,,,,,,,,,,,,48.539432391598375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9084421097412,,,,,,46.19923287289413,,,54.41545199656518,,55.72586005657231,,,,,,,,,,,,,,,,,,,,,,,,48.84354856193997,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,44.70964514150753,52.79430726426,,,,,,,,,,,,,,0.0,,53.77782425463258,,,,,,,,,,,,,,,41.904086761807356,,48.44702652998311,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
u270,,,,,,,,,,,,,0.0,50.33668331285471,48.54527296480325,,,,,,,,,0.0,,,,,,,,,,54.99235168767623,,,,,,,,,,,,,,,,,57.84952154409444,58.07442363067064,,,,,,,56.64164284734324,,,,,,42.02522114321442,,48.9644049777481,,,,,,,,,,,,,,,,,,,58.97320420927035,,,,,,,48.85746124020066,,,0.0,,,,,,0.0,,,,41.574739195878934,,,,,,,,,,,,,,,,,,,,47.48214941915741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,48.68762789715014,,,,,,,,,,,,,,,,,45.480043173674765,,,,,,,,,,,,,,45.10303388108584,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,59.04465485485841,,,,,0.0,,,,,,,,,47.049859516199675,,,,,,47.76747874208057,,,,,,,,,,,,,,,,,,,,,,,,,,48.39175774057474,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,54.066254384742756,,,,0.0,,46.818109907710806,,,0.0,,,,,,,,,,,,52.27317630740624,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,51.07549236667924,,,,,,,,,,,,,,,,45.23971837266995,53.1211965440323,,51.134192014714294,,,,,,,,,,,,,,,55.096350613322414,,,,,,,,,,,,,,51.574208311978566,,,,,,,,,,,44.553921679995454,,,,,,,,,,,,,,,,,,53.86268952052817,,0.0,,,0.0,,,,,,,,,,,,
u271,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,42.230369393059696,53.319702800853605,,,0.0,,,,,,,40.06110331197117,,,,,,,,,,,,,,,,,,,,,,43.31515481678657,,,,,,,,52.1210032384831,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,52.765398524774646,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,51.60529084681863,,,,48.617842429288494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.316435161821595,0.0,,,,,,,,,,,,,,,,52.26610812099854,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,45.56062482727386,,,,47.477329809120306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.739812376011585,,,,,,,,,,62.205528663926295,47.45256570544042,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,58.7665713833181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.57633360246386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,48.21155302035973,,,,,,,,,,,,51.67927329249335,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,58.38718391939359,,48.757831103777335,,,45.12890793570327,,52.91436401077651,,,,,,,,,,,,,,,,,,,,,,,,55.10537759875475,,,,44.25330374630008,,41.21345005552339,,,,,,,,,,,,,,,,,,,,,,,,50.577266855266494,,,,,,,,,,,,,45.724041670658,,,,,,52.15649494847645
u272,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.97786744958519,,,,,,45.25533475583166,,,,,,,,0.0,,,0.0,,0.0,56.103057067801785,,0.0,47.10424074165442,,64.09332276020835,,,,51.459482802434714,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50.701524692435555,,,,,,,50.283902518003444,,,,,,,,,,,,,,,,,,,,,,,42.53798224660468,,,,,,,,,,0.0,,,0.0,,56.54321875068917,,,,,,,0.0,,,,,,51.23999108161784,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,51.38383372694808,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,44.176036912441255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,46.7139542126665,53.63155922903342,41.4610777204843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.37213942481287,,,,,,50.2786330882156,,,,53.837585115471484,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,57.24115558206371,,,,,,,,,,,,,,,,,,,,0.0,,,,,,42.77752125011744,,,,,,,,,,,,,,,,48.54144761040209,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.54770225048427,,,,,,,,,,57.25125989429873,,,,,51.508500835755946,,52.85759823498331,,,,0.0,,,,,,,,,,,,,43.164260856138846
u273,,50.67664999916351,,,,,,0.0,,,,,0.0,50.40059461388822,,,,,,,,,,,,,0.0,,,,,,44.80883400783219,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42.63284096130381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.38825164979821,,,,,,,,,,,,,,,,,,,54.336000364088534,,,,,,,,,,,,49.57199444575541,,53.0141509911134,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.36906323102524,53.60446281881578,,,47.346900257342334,,45.998572084480784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.143477336937906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.92590690802514,,52.14652106179237,,,,,,0.0,,52.08928500117201,,,,,,,,,,46.85443587386909,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8441629558897,,,,54.14268608460503,,,,,,,,,,,,,,44.76513380467054,,,,,,,,,,,,0.0,,,,,,,,,,,,,,52.13811078687077,,42.908521617267084,,,,,,,,,,,,54.91656845320428,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,49.84669622747622,,,,,,,,,,,,0.0,,,,,,53.267037291480115,,,,,44.96183120489889,0.0,,,,,,,,,,,,,,59.18979028684656,,,,43.742249387402076,,,,,47.2262612934368,,,,,,,,,,,,,,,,,,,,,,,,,,45.3194546733379,,,0.0,
u274,,,,,,,,,50.82436798671661,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.06766918079279,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.01771048929658,49.325779975645055,,,,,53.2156917542611,,49.71887750801283,,,,,,,,,,,,,0.0,,,,,,,,50.96066066468437,,,,,53.643881731557315,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,35.743973594025846,,,,,,,,,,,,0.0,,,,,,,55.031041559696455,,,,,,,,,,,,,,,,,,,,,,,,,47.702058793608224,,,,,,,,54.191126672342996,47.505129241719395,42.042381291284485,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,55.408191664899185,,,,,0.0,,,,,,,,,,,,,,50.56115371509678,,60.75975997940548,41.2714112726668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,60.377404490935476,,,,,,,,,,,,,,,,,,,,,,,,46.04184873291133,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,51.63592482089981,,,,,,,,53.83217703157392,0.0,53.329836336395395,,,0.0,,51.660214923880666,,51.817109276074554,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.447368550967454,,,,,56.85206949800471,,,,,,0.0,,,,,,,,,,
u275,,,,,,,,,,,,,,,,,49.43172922679669,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,52.53747641247173,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,49.5010447413414,,,,,,,,,0.0,,,,0.0,,,53.57805634229834,,,40.99648167030851,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,48.26122059137097,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,51.050157056797424,,,,,,,,,,,,,,55.10531402809644,,,,,,,,,,,,,,,,,54.507207176327896,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,58.04928803837782,,,,,,,,,49.78901321979765,,,,,,,,,,,,,,51.778994697997504,,,,,,,,,,39.346087152317025,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,49.83230251771689,,,,,,,,,,,,,,,,,,,,,50.62240054534752,,,,,,,50.33713022680447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.245275563689646,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,49.01842531141517,,,,,,,,55.123877072612366,,,,,,50.461939378243784,,53.59738125145299
u276,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,39.4491163535921,,,,53.42155232125604,,,,,,,,,,,,,,,,,,55.07389083677228,,,,,,50.88302021253459,,,,,,55.27337767413512,,49.25253645720386,,,,58.28038042029812,,,,,,,,,,,,0.0,,,,,,,,,,,48.27722111762182,,,,,,,,,0.0,,,,,,48.64353033849249,,,,,,,48.57410435089644,,,,,,,,,,,0.0,,,,,,,,,,0.0,53.33790496226231,,,50.06395306638929,,,47.02486783095976,,55.66411841513802,51.10543984387791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.440082008533885,,,,,,,52.544244344572625,,,47.817561687242346,,,50.393357613976676,,,,,,,,44.30555413325155,,,,,,,,,,,,,,,,,,46.5452572225435,0.0,,,,,44.1551268871869,53.08778996345227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.218244810610486,,,52.00752980457134,,,,,,,,,,,,,,,,,,,,,,,,51.34014186615758,0.0,,,,,,45.091748702202715,,,44.278066332553635,,,,,55.52279904104611,,,,,,,,,,,,,,,46.17983594416503,,0.0,,,,,,,,53.34267785193735,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,50.70252451686653,43.18382845689716,,,,47.95093196761809,,,0.0,,,,43.98083324264277,,,0.0,,,,,,47.14379467151376,,,,,,,,48.66366149122247,,,50.720717532425084,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,57.64202019445773,,0.0,,,,,,61.53221459512252,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.94525499888987,,51.07414345807583,,0.0,,,51.268466397967,,,,,57.923168278214746,,,,,,,,0.0,,,,,,,,42.1871827689546,,,,,54.72318164531415,,,,56.21103903884471,57.46370303735858,,,,,,,,,,,,,,,,52.28514697329715,,0.0,
u277,,,,,,,,,,,57.08402487318026,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,56.96824702465644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.999069077351706,0.0,0.0,,,,,,,,,,,,,,48.06457680051045,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,51.856282858258396,,,,,,,,,,,,,,,,,,,,,45.729655557324485,50.01669967352363,,,,,49.57954407872169,,,,,,,,,,,46.230244362685596,,,,,,,,,,,0.0,,,,,,,,0.0,,,,51.80832348216993,,,,,,,,,,,,,,,,,,,,,,,44.98697176412838,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,62.68120695860416,,,,,,,,,,,,,,,,,54.737247277490994,,,54.27607086189288,,,,,38.08661513404804,,,,,,,,,,,,0.0,,,56.03393446614097,,,,,,,,,,,,,,,48.24952961555906,,,,,,,,45.05527986243774,,,,,,,,,,,,0.0,,,,,,,,,,53.92009515161044,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,59.40887240533357,51.105786145435786,,,,,50.29439000594944,,,,,,,,,,49.133652000804425,,,,,,,,,,,,,,,,,52.446343349566504,,,,,,45.10197541845212,,,,,55.705271681723794,,,,,,,,,,,,,,,,,,46.900570253124236,,,,,,,,,45.679047745609154,,,,,,,,,,,,,,,,,,,,,,,
u278,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.71743146118116,,,,,,50.715829559856424,,,,41.81594675248384,,,,0.0,,,,,,,,49.933930385507274,,,,,,,,,,,,,,48.09040500762702,,,,,0.0,,42.26169843911425,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,51.118386424941406,,0.0,,,,,,,0.0,,,54.356704419557175,,,60.52679114995968,,,,,,,,,,,0.0,,,46.75823291394179,,,,,,46.833881933376354,,49.896024479866185,50.897921530407366,,,50.01689049588974,,,,,45.79322418998353,,0.0,,,,,,,,,,,0.0,,50.203582728648314,,,,,,,,,,,,,,0.0,,,,,,,48.99152080721899,,,,,,,,,,,,,52.54789199912097,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,45.38604896290564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,58.48040812102718,,46.250786964572306,,,,,,51.94127728618671,,,,,,,,,,,,,,,,,,0.0,0.0,56.252790465717666,,,,,,,53.434183852727415,,,,,,,,,45.73933824603167,,,,,,,,,52.67812762970285,,,,45.24295584843562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,45.873018281836856,58.48501193469226,,,,41.12160158327367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u279,,,,,,,,,,51.092256715460536,,,0.0,,,0.0,46.290140493507266,,,,,,0.0,0.0,,,,,0.0,0.0,,,46.37164343889516,,,,,,,57.867817934019754,,,47.10851262982453,,58.01379281832506,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,53.63343978865886,,,,,47.08110278302085,,,,,,43.35386887835989,,,,,,,,,,,,,,,,0.0,,,,51.969361486562434,,,,,46.98402915289956,50.26806551025457,,,,,,,,,55.255049351402526,,44.61862262366359,49.290004735411166,,,,,,,,,,,,,,,,56.64074540016866,,,,,,,50.24718333667352,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,50.52046792833415,,,,,,,,,,,,,,,,,,,,,,,,,51.34772941142571,,0.0,,,,,,,,,,,,,50.629779014282164,,,,,,,,,,,,,,,,,,,,,,,,,,,52.63530951212798,,,,,,0.0,,44.458750560893726,,,,,,,,,,0.0,,,51.27269350285925,,,,,,,,,,,,,,,,47.18072112397724,,,,,,,,,0.0,49.26284316752399,,,,,,46.88278063327541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.57355297706136,,,,,,,,,,,,0.0,47.25866164326681,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,43.63896782059281,51.25621673806163,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44724140373884,,,,51.068615366412196,,,,,,,,,,,,,,,,,,,,,53.029152966830466,,,0.0,,,,,,,,,,,,,,41.46214160439598,,,,,,,,,,,,,,,,,53.441436592041164,0.0,,,,,,,,,,,51.667802440229885,,,,49.66540113866243
u280,,45.09063029800672,,,,,,,52.71941283277871,56.27476835324029,,,,,,,49.71319693481549,,0.0,,,,,,,,,,,,,,,,,,,,,,,,43.78272824408564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,55.61529366119442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.87716674045531,,,,,,,,,,49.162690126692304,,,,,,,,,,,,,,48.15596781734625,46.71258272910057,,,,,,,,,,48.0555948282012,,0.0,,,,,,,,,,,50.15506053588563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,45.553205336455164,,,,,,,,,,,,,,,,,44.54965434685291,48.253200625536955,50.588428463392525,,57.16384601651953,,0.0,,,,,,,,,,,,,0.0,,46.070636439819104,,,,,,,,,,,,,,,51.949256144529755,,,,,,,,,,,,,,,,,,61.05630484237369,,51.626798063991494,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.02153663048045,,,,,,,,,,,,0.0,,33.1600981171501,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6999134937699,0.0,44.63874715777788,,,,,,
u281,,,,0.0,,,,,47.64367631049648,43.486059431401245,,,0.0,,,,,0.0,,,,,,,,,,,,,,46.57181191014908,52.53728499486233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.03979850614824,,,,,,,,,,,,,,,,50.71389353001735,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,51.85129367162001,,,50.93533775591353,,,0.0,,,,,,,,,,0.0,,,51.27562274283499,,,,,,,47.441137154164274,,,,,,,,52.20655985331398,,,,,,,,,,,,,,53.03146059195104,,,,,,,48.86592855466779,58.49474829502624,,,,,,,,,,,,,,,,,,0.0,,,,,,44.48323457615101,,,,,,,,,0.0,,,,,,50.922365851701585,,,54.04502891185077,,,,,,55.04229602084715,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,51.62110526142095,,,,,,,,,55.19928517323225,,,0.0,,,,,50.00746147143798,,,,,45.79654037147365,,,,,,,,,,,,,,,,,0.0,,,,,,,54.149829329433366,,,36.14551086705168,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,52.02516685498744,,,,,,,,,,,0.0,,49.20476487281243,,,,,,,,,,,,,44.16021960348461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79080014116071,,,,,,,0.0,,,,,,,,,,
